Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,org:group,resource country,organization country,organization involved,org:role,concept:name,impact,product,lifecycle:transition
1-641100891,Accepted-In Progress,Lisbeth,2012-01-13 19:13:08.000,Variant 1,1,Org line A2,Sweden,se,A10,A2_5,Accepted,Medium,PROD461,In Progress
1-641100891,Completed-Closed,Lisbeth,2012-01-17 18:17:44.000,Variant 1,1,Org line A2,Sweden,se,A10,A2_5,Completed,Medium,PROD461,Closed
1-641157962,Accepted-In Progress,Magnus,2012-01-13 19:48:36.000,Variant 1,1,Org line C,Sweden,se,M25,V3_2,Accepted,Medium,PROD815,In Progress
1-641157962,Completed-Closed,Magnus,2012-05-16 19:16:01.000,Variant 1,1,Org line C,Sweden,se,M25,V3_2,Completed,Medium,PROD815,Closed
1-641306231,Accepted-In Progress,Maria,2012-01-13 23:10:59.000,Variant 1,1,Org line A2,Sweden,se,G118 2nd,A2_4,Accepted,Medium,PROD591,In Progress
1-641306231,Completed-Closed,Maria,2012-01-16 22:10:15.000,Variant 1,1,Org line A2,Sweden,se,G118 2nd,A2_4,Completed,Medium,PROD591,Closed
1-641491883,Accepted-In Progress,Ismael,2012-01-14 03:31:03.000,Variant 1,1,Org line A2,Brazil,br,S2 2nd,A2_2,Accepted,Medium,PROD53,In Progress
1-641491883,Completed-Closed,Ismael,2012-02-04 03:05:12.000,Variant 1,1,Org line A2,Brazil,br,S2 2nd,A2_2,Completed,Medium,PROD53,Closed
1-642418588,Accepted-In Progress,Eric,2012-01-16 20:48:13.000,Variant 1,1,Org line G4,Sweden,se,S33 2nd,,Accepted,Medium,PROD374,In Progress
1-642418588,Completed-Closed,Eric,2012-03-20 21:13:44.000,Variant 1,1,Org line G4,Sweden,se,S33 2nd,,Completed,Medium,PROD374,Closed
1-642478708,Accepted-In Progress,Ann,2012-01-16 19:07:05.000,Variant 1,1,Org line A2,Sweden,se,G349 3rd,A2_3,Accepted,Medium,PROD40,In Progress
1-642478708,Completed-Closed,Ann,2012-03-30 21:49:52.000,Variant 1,1,Org line A2,Sweden,se,G349 3rd,A2_3,Completed,Medium,PROD40,Closed
1-642761240,Accepted-In Progress,Ewa,2012-01-17 00:26:02.000,Variant 1,1,Org line G3,POLAND,us,G199 3rd,,Accepted,Medium,PROD97,In Progress
1-642761240,Completed-Closed,Ewa,2012-01-17 00:26:53.000,Variant 1,1,Org line G3,POLAND,us,G199 3rd,,Completed,Medium,PROD97,Closed
1-642766943,Accepted-In Progress,Paulina,2012-01-17 00:15:58.000,Variant 4,4,Org line A2,POLAND,pl,N14 2nd,A2_1,Accepted,High,PROD776,In Progress
1-642766943,Accepted-Wait,Paulina,2012-01-17 01:06:17.000,Variant 4,4,Org line A2,POLAND,pl,N14 2nd,A2_1,Accepted,High,PROD776,Wait
1-642766943,Accepted-In Progress,Paulina,2012-01-18 17:47:27.000,Variant 4,4,Org line A2,POLAND,pl,N14 2nd,A2_1,Accepted,High,PROD776,In Progress
1-642766943,Completed-Closed,Paulina,2012-01-18 17:48:16.000,Variant 4,4,Org line A2,POLAND,pl,N14 2nd,A2_1,Completed,High,PROD776,Closed
1-642802641,Accepted-In Progress,Earl,2012-01-17 00:25:49.000,Variant 14,14,Org line V7n,Netherlands,nl,V37 2nd,,Accepted,High,PROD542,In Progress
1-642802641,Accepted-In Progress,Earl,2012-01-17 01:03:57.000,Variant 14,14,Org line V7n,Netherlands,nl,V37 2nd,,Accepted,High,PROD542,In Progress
1-642802641,Accepted-In Progress,Earl,2012-01-17 01:08:41.000,Variant 14,14,Org line V7n,Netherlands,nl,V37 2nd,,Accepted,High,PROD542,In Progress
1-642802641,Accepted-In Progress,Juan,2012-05-21 17:19:46.000,Variant 14,14,Org line V7n,Netherlands,nl,V37 2nd,,Accepted,High,PROD542,In Progress
1-642802641,Completed-Closed,Juan,2012-05-21 17:20:47.000,Variant 14,14,Org line V7n,Netherlands,nl,V37 2nd,,Completed,High,PROD542,Closed
1-642846054,Accepted-In Progress,Ramith,2012-01-17 01:33:47.000,Variant 3,3,Org line C,INDIA,us,G88 2nd,E_4,Accepted,Medium,PROD793,In Progress
1-642846054,Accepted-In Progress,Ramith,2012-01-17 01:44:34.000,Variant 3,3,Org line C,INDIA,us,G88 2nd,E_4,Accepted,Medium,PROD793,In Progress
1-642846054,Completed-Closed,Ramith,2012-05-23 21:23:24.000,Variant 3,3,Org line C,INDIA,us,G88 2nd,E_4,Completed,Medium,PROD793,Closed
1-643445547,Accepted-In Progress,Ramith,2012-01-17 22:27:57.000,Variant 1,1,Org line C,INDIA,us,G88 2nd,E_4,Accepted,Medium,PROD794,In Progress
1-643445547,Completed-Closed,Ramith,2012-01-17 22:52:25.000,Variant 1,1,Org line C,INDIA,us,G88 2nd,E_4,Completed,Medium,PROD794,Closed
1-643532122,Accepted-In Progress,Björn,2012-01-17 22:36:28.000,Variant 1,1,Org line V2,Sweden,se,T3 2nd,,Accepted,Medium,PROD58,In Progress
1-643532122,Completed-Closed,Björn,2012-05-29 16:01:47.000,Variant 1,1,Org line V2,Sweden,se,T3 2nd,,Completed,Medium,PROD58,Closed
1-643556695,Accepted-In Progress,Ramith,2012-01-17 22:39:37.000,Variant 1,1,Org line C,INDIA,us,G88 2nd,E_4,Accepted,Major,PROD793,In Progress
1-643556695,Completed-Closed,Ramith,2012-02-23 18:41:36.000,Variant 1,1,Org line C,INDIA,us,G88 2nd,E_4,Completed,Major,PROD793,Closed
1-643685369,Accepted-In Progress,Mats,2012-01-18 01:28:21.000,Variant 7,7,Org line C,Sweden,se,G240 2nd,E_10,Accepted,Medium,PROD214,In Progress
1-643685369,Accepted-In Progress,Mats,2012-02-29 22:09:03.000,Variant 7,7,Org line C,Sweden,se,G240 2nd,E_10,Accepted,Medium,PROD214,In Progress
1-643685369,Accepted-Wait,Mats,2012-02-29 22:13:54.000,Variant 7,7,Org line C,Sweden,se,G240 2nd,E_10,Accepted,Medium,PROD214,Wait
1-643685369,Completed-Closed,Mats,2012-04-12 21:40:19.000,Variant 7,7,Org line C,Sweden,se,G240 2nd,E_10,Completed,Medium,PROD214,Closed
1-643706642,Accepted-In Progress,Mattias,2012-01-18 00:26:44.000,Variant 3,3,Org line G4,Sweden,se,S28 2nd,,Accepted,High,PROD108,In Progress
1-643706642,Accepted-In Progress,Mattias,2012-01-18 01:03:32.000,Variant 3,3,Org line G4,Sweden,se,S28 2nd,,Accepted,High,PROD108,In Progress
1-643706642,Completed-Closed,Mattias,2012-01-19 17:46:38.000,Variant 3,3,Org line G4,Sweden,se,S28 2nd,,Completed,High,PROD108,Closed
1-643747498,Accepted-In Progress,Ewa,2012-01-18 03:29:52.000,Variant 1,1,Org line G3,POLAND,us,G199 3rd,,Accepted,Medium,PROD97,In Progress
1-643747498,Completed-Closed,Ewa,2012-01-18 03:30:41.000,Variant 1,1,Org line G3,POLAND,us,G199 3rd,,Completed,Medium,PROD97,Closed
1-644748889,Accepted-In Progress,Ewa,2012-01-18 20:47:02.000,Variant 1,1,Org line G3,POLAND,us,G199 3rd,,Accepted,Medium,PROD98,In Progress
1-644748889,Completed-Closed,Ewa,2012-01-18 20:49:42.000,Variant 1,1,Org line G3,POLAND,us,G199 3rd,,Completed,Medium,PROD98,Closed
1-644827840,Accepted-In Progress,Ewa,2012-01-18 21:30:19.000,Variant 1,1,Org line G3,POLAND,us,G199 3rd,,Accepted,Medium,PROD97,In Progress
1-644827840,Completed-Closed,Ewa,2012-01-18 21:41:13.000,Variant 1,1,Org line G3,POLAND,us,G199 3rd,,Completed,Medium,PROD97,Closed
1-644992956,Accepted-In Progress,Kåre,2012-01-19 00:32:14.000,Variant 7,7,Org line C,Sweden,be,G55 2nd,E_1,Accepted,High,PROD745,In Progress
1-644992956,Accepted-In Progress,Kåre,2012-01-19 00:34:14.000,Variant 7,7,Org line C,Sweden,be,G55 2nd,E_1,Accepted,High,PROD745,In Progress
1-644992956,Accepted-Wait,Kåre,2012-01-23 19:51:55.000,Variant 7,7,Org line C,Sweden,be,G55 2nd,E_1,Accepted,High,PROD745,Wait
1-644992956,Completed-Closed,Kåre,2012-04-20 21:45:47.000,Variant 7,7,Org line C,Sweden,be,G55 2nd,E_1,Completed,High,PROD745,Closed
1-647802297,Accepted-In Progress,Ewa,2012-01-19 22:15:07.000,Variant 1,1,Org line G3,POLAND,us,G199 3rd,,Accepted,Medium,PROD96,In Progress
1-647802297,Completed-Closed,Ewa,2012-01-19 22:42:34.000,Variant 1,1,Org line G3,POLAND,us,G199 3rd,,Completed,Medium,PROD96,Closed
1-647929267,Accepted-In Progress,Ashutosh,2012-01-19 23:08:14.000,Variant 1,1,Org line C,INDIA,in,G165 2nd,E_7,Accepted,Low,PROD674,In Progress
1-647929267,Completed-Closed,Ashutosh,2012-01-23 17:55:04.000,Variant 1,1,Org line C,INDIA,in,G165 2nd,E_7,Completed,Low,PROD674,Closed
1-648105181,Accepted-Wait,Andrew,2012-01-20 02:44:34.000,Variant 13,13,Org line A2,United Kingdom,gb,G42 3rd,A2_1,Accepted,Medium,PROD236,Wait
1-648105181,Accepted-In Progress,Andrew,2012-05-05 00:33:03.000,Variant 13,13,Org line A2,United Kingdom,gb,G42 3rd,A2_1,Accepted,Medium,PROD236,In Progress
1-648105181,Completed-Closed,Andrew,2012-05-05 00:35:30.000,Variant 13,13,Org line A2,United Kingdom,gb,G42 3rd,A2_1,Completed,Medium,PROD236,Closed
1-648231508,Accepted-In Progress,Gerald,2012-01-20 16:08:35.000,Variant 1,1,Org line C,France,fr,V56 2nd,E_5,Accepted,Major,PROD378,In Progress
1-648231508,Completed-Closed,Gerald,2012-01-20 16:10:35.000,Variant 1,1,Org line C,France,fr,V56 2nd,E_5,Completed,Major,PROD378,Closed
1-648807492,Accepted-In Progress,Ingemar,2012-01-21 01:33:03.000,Variant 1,1,Org line C,Sweden,se,N12 2nd,E_9,Accepted,High,PROD277,In Progress
1-648807492,Completed-Closed,Ingemar,2012-01-26 00:43:13.000,Variant 1,1,Org line C,Sweden,se,N12 2nd,E_9,Completed,High,PROD277,Closed
1-648839266,Accepted-In Progress,Mikael,2012-01-21 03:08:08.000,Variant 1,1,Org line G4,Sweden,se,S33 2nd,,Accepted,Medium,PROD304,In Progress
1-648839266,Completed-Closed,Mikael,2012-01-31 03:27:38.000,Variant 1,1,Org line G4,Sweden,se,S33 2nd,,Completed,Medium,PROD304,Closed
1-648861744,Accepted-In Progress,Damien,2012-01-21 04:05:56.000,Variant 1,1,Org line C,France,0,L65 3rd,C_5,Accepted,Major,PROD474,In Progress
1-648861744,Completed-Closed,Damien,2012-02-22 20:51:00.000,Variant 1,1,Org line C,France,0,L65 3rd,C_5,Completed,Major,PROD474,Closed
1-649302225,Accepted-In Progress,Ewa,2012-01-23 02:54:44.000,Variant 1,1,Org line G3,POLAND,us,G199 3rd,,Accepted,Medium,PROD97,In Progress
1-649302225,Completed-Closed,Ewa,2012-01-23 03:21:09.000,Variant 1,1,Org line G3,POLAND,us,G199 3rd,,Completed,Medium,PROD97,Closed
1-649302263,Accepted-In Progress,Ewa,2012-01-23 03:35:20.000,Variant 1,1,Org line G3,POLAND,us,G199 3rd,,Accepted,Medium,PROD97,In Progress
1-649302263,Completed-Closed,Ewa,2012-01-23 03:41:52.000,Variant 1,1,Org line G3,POLAND,us,G199 3rd,,Completed,Medium,PROD97,Closed
1-649887393,Accepted-In Progress,Per,2012-01-23 18:48:48.000,Variant 1,1,Org line G4,Sweden,se,S33 2nd,,Accepted,Medium,PROD374,In Progress
1-649887393,Completed-Closed,Per,2012-03-28 19:53:22.000,Variant 1,1,Org line G4,Sweden,se,S33 2nd,,Completed,Medium,PROD374,Closed
1-649984202,Accepted-In Progress,Hans,2012-01-23 19:29:10.000,Variant 1,1,Org line C,Sweden,se,G71 2nd,E_3,Accepted,Medium,PROD386,In Progress
1-649984202,Completed-Closed,Hans,2012-04-10 17:55:33.000,Variant 1,1,Org line C,Sweden,se,G71 2nd,E_3,Completed,Medium,PROD386,Closed
1-650008427,Accepted-In Progress,Ewa,2012-01-24 00:51:05.000,Variant 1,1,Org line G3,POLAND,us,G199 3rd,,Accepted,Medium,PROD97,In Progress
1-650008427,Completed-Closed,Ewa,2012-01-24 01:01:06.000,Variant 1,1,Org line G3,POLAND,us,G199 3rd,,Completed,Medium,PROD97,Closed
1-650011031,Accepted-In Progress,Yann,2012-01-23 20:14:40.000,Variant 1,1,Org line C,France,in,G165 2nd,E_7,Accepted,High,PROD22,In Progress
1-650011031,Completed-Closed,Yann,2012-01-27 02:24:42.000,Variant 1,1,Org line C,France,in,G165 2nd,E_7,Completed,High,PROD22,Closed
1-650081295,Accepted-In Progress,Trevor,2012-01-23 21:53:55.000,Variant 40,40,Org line C,United Kingdom,gb,W1,V3_3,Accepted,Low,PROD473,In Progress
1-650081295,Accepted-In Progress,Trevor,2012-01-23 21:54:49.000,Variant 40,40,Org line C,United Kingdom,gb,W1,V3_3,Accepted,Low,PROD473,In Progress
1-650081295,Accepted-Wait,Trevor,2012-01-23 21:57:02.000,Variant 40,40,Org line C,United Kingdom,gb,W1,V3_3,Accepted,Low,PROD473,Wait
1-650081295,Accepted-Assigned,Trevor,2012-01-23 22:00:15.000,Variant 40,40,Org line C,United Kingdom,gb,W1,V3_3,Accepted,Low,PROD473,Assigned
1-650081295,Completed-Closed,Trevor,2012-03-30 19:26:29.000,Variant 40,40,Org line C,United Kingdom,gb,W1,V3_3,Completed,Low,PROD473,Closed
1-650135511,Accepted-In Progress,Marc,2012-01-23 22:55:31.000,Variant 1,1,Org line F,Belgium,se,G207 2nd,,Accepted,Medium,PROD753,In Progress
1-650135511,Completed-Closed,Marc,2012-03-15 14:04:37.000,Variant 1,1,Org line F,Belgium,se,G207 2nd,,Completed,Medium,PROD753,Closed
1-650241321,Accepted-In Progress,Marcin,2012-01-24 00:09:44.000,Variant 1,1,Org line A2,POLAND,pl,N26 2nd,A2_3,Accepted,Medium,PROD791,In Progress
1-650241321,Completed-Closed,Marcin,2012-04-13 19:06:39.000,Variant 1,1,Org line A2,POLAND,pl,N26 2nd,A2_3,Completed,Medium,PROD791,Closed
1-650243662,Accepted-In Progress,Lisbeth,2012-01-23 23:54:35.000,Variant 4,4,Org line A2,Sweden,se,A10,A2_5,Accepted,Medium,PROD461,In Progress
1-650243662,Accepted-Wait,Lisbeth,2012-01-25 02:56:28.000,Variant 4,4,Org line A2,Sweden,se,A10,A2_5,Accepted,Medium,PROD461,Wait
1-650243662,Accepted-In Progress,Lisbeth,2012-03-20 00:06:11.000,Variant 4,4,Org line A2,Sweden,se,A10,A2_5,Accepted,Medium,PROD461,In Progress
1-650243662,Completed-Closed,Lisbeth,2012-04-27 19:43:56.000,Variant 4,4,Org line A2,Sweden,se,A10,A2_5,Completed,Medium,PROD461,Closed
1-650892393,Accepted-In Progress,Erik,2012-01-24 18:13:58.000,Variant 1,1,Org line G4,Sweden,se,S29 2nd,,Accepted,Medium,PROD551,In Progress
1-650892393,Completed-Closed,Erik,2012-01-25 16:58:41.000,Variant 1,1,Org line G4,Sweden,se,S29 2nd,,Completed,Medium,PROD551,Closed
1-651084211,Accepted-In Progress,Petrus,2012-01-24 22:05:30.000,Variant 1,1,Org line C,Sweden,be,G213 2nd,E_1,Accepted,Major,PROD715,In Progress
1-651084211,Completed-Closed,Petrus,2012-01-24 22:08:09.000,Variant 1,1,Org line C,Sweden,be,G213 2nd,E_1,Completed,Major,PROD715,Closed
1-651096273,Accepted-In Progress,Agoritsa,2012-01-24 23:03:29.000,Variant 1,1,Org line A2,Sweden,se,G348 2nd,A2_3,Accepted,Low,PROD484,In Progress
1-651096273,Completed-Closed,Agoritsa,2012-01-25 17:41:10.000,Variant 1,1,Org line A2,Sweden,se,G348 2nd,A2_3,Completed,Low,PROD484,Closed
1-651206715,Accepted-In Progress,Pamela,2012-01-25 00:16:39.000,Variant 1,1,Org line V2,Sweden,se,T3 2nd,,Accepted,Medium,PROD60,In Progress
1-651206715,Completed-Closed,Pamela,2012-02-07 20:16:48.000,Variant 1,1,Org line V2,Sweden,se,T3 2nd,,Completed,Medium,PROD60,Closed
1-651922251,Accepted-In Progress,Agoritsa,2012-01-25 17:30:42.000,Variant 1,1,Org line A2,Sweden,se,G348 2nd,A2_3,Accepted,Low,PROD484,In Progress
1-651922251,Completed-Closed,Agoritsa,2012-02-29 20:29:07.000,Variant 1,1,Org line A2,Sweden,se,G348 2nd,A2_3,Completed,Low,PROD484,Closed
1-651922470,Accepted-In Progress,Agoritsa,2012-01-25 17:52:41.000,Variant 1,1,Org line A2,Sweden,se,G348 2nd,A2_3,Accepted,Low,PROD484,In Progress
1-651922470,Completed-Closed,Agoritsa,2012-02-29 20:28:38.000,Variant 1,1,Org line A2,Sweden,se,G348 2nd,A2_3,Completed,Low,PROD484,Closed
1-651922594,Accepted-In Progress,Agoritsa,2012-01-25 18:12:51.000,Variant 1,1,Org line A2,Sweden,se,G348 2nd,A2_3,Accepted,Low,PROD484,In Progress
1-651922594,Completed-Closed,Agoritsa,2012-01-25 19:57:29.000,Variant 1,1,Org line A2,Sweden,se,G348 2nd,A2_3,Completed,Low,PROD484,Closed
1-651951532,Accepted-In Progress,Henrik,2012-01-25 18:21:58.000,Variant 1,1,Org line C,Sweden,us,G67 2nd,E_3,Accepted,Medium,PROD151,In Progress
1-651951532,Completed-Closed,Henrik,2012-01-25 22:54:46.000,Variant 1,1,Org line C,Sweden,us,G67 2nd,E_3,Completed,Medium,PROD151,Closed
1-652259831,Accepted-In Progress,Ewa,2012-01-26 00:28:10.000,Variant 1,1,Org line G3,POLAND,us,G199 3rd,,Accepted,Medium,PROD96,In Progress
1-652259831,Completed-Closed,Ewa,2012-01-26 00:30:59.000,Variant 1,1,Org line G3,POLAND,us,G199 3rd,,Completed,Medium,PROD96,Closed
1-652270498,Accepted-In Progress,David,2012-01-26 01:06:13.000,Variant 1,1,Org line A2,USA,us,N5 2nd,A2_3,Accepted,Medium,PROD231,In Progress
1-652270498,Completed-Closed,David,2012-03-14 21:56:04.000,Variant 1,1,Org line A2,USA,us,N5 2nd,A2_3,Completed,Medium,PROD231,Closed
1-652874271,Accepted-In Progress,Håkan,2012-01-26 17:51:24.000,Variant 1,1,Org line G4,Sweden,se,S33 2nd,,Accepted,Medium,PROD397,In Progress
1-652874271,Completed-Closed,Håkan,2012-04-03 00:40:52.000,Variant 1,1,Org line G4,Sweden,se,S33 2nd,,Completed,Medium,PROD397,Closed
1-652925445,Accepted-In Progress,Rickard,2012-01-26 19:24:38.000,Variant 1,1,Org line G4,Sweden,se,S33 2nd,,Accepted,Low,PROD374,In Progress
1-652925445,Completed-Closed,Rickard,2012-04-30 21:51:26.000,Variant 1,1,Org line G4,Sweden,se,S33 2nd,,Completed,Low,PROD374,Closed
1-652935537,Accepted-In Progress,Petrus,2012-01-26 21:10:36.000,Variant 1,1,Org line C,Sweden,be,G213 2nd,E_1,Accepted,Major,PROD715,In Progress
1-652935537,Completed-Closed,Petrus,2012-01-26 21:15:14.000,Variant 1,1,Org line C,Sweden,be,G213 2nd,E_1,Completed,Major,PROD715,Closed
1-653135006,Accepted-In Progress,Mariusz,2012-01-26 23:30:51.000,Variant 2,2,Org line A2,POLAND,se,G362 3rd,A2_3,Accepted,Medium,PROD241,In Progress
1-653135006,Accepted-Wait,Mariusz,2012-01-26 23:36:40.000,Variant 2,2,Org line A2,POLAND,se,G362 3rd,A2_3,Accepted,Medium,PROD241,Wait
1-653135006,Completed-Closed,Mariusz,2012-02-06 18:55:12.000,Variant 2,2,Org line A2,POLAND,se,G362 3rd,A2_3,Completed,Medium,PROD241,Closed
1-653254236,Accepted-In Progress,Miroslaw,2012-01-27 02:20:33.000,Variant 2,2,Org line A2,POLAND,pl,W16 3rd,A2_1,Accepted,Medium,PROD761,In Progress
1-653254236,Accepted-Wait,Miroslaw,2012-01-27 02:22:01.000,Variant 2,2,Org line A2,POLAND,pl,W16 3rd,A2_1,Accepted,Medium,PROD761,Wait
1-653254236,Completed-Closed,Miroslaw,2012-05-24 01:04:17.000,Variant 2,2,Org line A2,POLAND,pl,W16 3rd,A2_1,Completed,Medium,PROD761,Closed
1-653314473,Queued-Awaiting Assignment,Kymaria,2012-01-27 05:00:56.000,Variant 5,5,Org line C,USA,us,N22 2nd,V3_3,Queued,Major,PROD306,Awaiting Assignment
1-653314473,Accepted-In Progress,Kymaria,2012-02-18 01:47:24.000,Variant 5,5,Org line C,USA,us,N22 2nd,V3_3,Accepted,Major,PROD306,In Progress
1-653314473,Completed-Closed,Kymaria,2012-03-24 01:45:21.000,Variant 5,5,Org line C,USA,us,N22 2nd,V3_3,Completed,Major,PROD306,Closed
1-653878594,Accepted-In Progress,Pawel,2012-01-27 18:33:23.000,Variant 1,1,Org line A2,POLAND,pl,W15 2nd,A2_1,Accepted,Low,PROD756,In Progress
1-653878594,Completed-Closed,Pawel,2012-03-02 00:04:44.000,Variant 1,1,Org line A2,POLAND,pl,W15 2nd,A2_1,Completed,Low,PROD756,Closed
1-653988751,Accepted-In Progress,Sridhar,2012-01-27 19:37:39.000,Variant 3,3,Org line A2,Sweden,in,L50 3rd,D_1,Accepted,Medium,PROD611,In Progress
1-653988751,Accepted-In Progress,Sridhar,2012-03-28 22:41:03.000,Variant 3,3,Org line A2,Sweden,in,L50 3rd,D_1,Accepted,Medium,PROD611,In Progress
1-653988751,Completed-Closed,Sridhar,2012-03-28 22:45:07.000,Variant 3,3,Org line A2,Sweden,in,L50 3rd,D_1,Completed,Medium,PROD611,Closed
1-654146231,Queued-Awaiting Assignment,Mikael,2012-01-27 23:44:23.000,Variant 5,5,Org line A2,Sweden,se,G25 3rd,A2_2,Queued,Medium,PROD179,Awaiting Assignment
1-654146231,Accepted-In Progress,Mikael,2012-02-01 23:52:59.000,Variant 5,5,Org line A2,Sweden,se,G25 3rd,A2_2,Accepted,Medium,PROD179,In Progress
1-654146231,Completed-Closed,Mikael,2012-02-01 23:58:08.000,Variant 5,5,Org line A2,Sweden,se,G25 3rd,A2_2,Completed,Medium,PROD179,Closed
1-654348241,Accepted-In Progress,Thierry,2012-01-28 04:20:41.000,Variant 3,3,Org line C,France,fr,T14,V3_2,Accepted,High,PROD436,In Progress
1-654348241,Accepted-In Progress,Thierry,2012-01-28 04:21:43.000,Variant 3,3,Org line C,France,fr,T14,V3_2,Accepted,High,PROD436,In Progress
1-654348241,Completed-Closed,Thierry,2012-05-10 16:05:21.000,Variant 3,3,Org line C,France,fr,T14,V3_2,Completed,High,PROD436,Closed
1-654369162,Accepted-In Progress,Stephen,2012-01-28 05:02:02.000,Variant 1,1,Org line A2,USA,us,N30 2nd,A2_5,Accepted,Medium,PROD487,In Progress
1-654369162,Completed-Closed,Stephen,2012-02-08 00:18:12.000,Variant 1,1,Org line A2,USA,us,N30 2nd,A2_5,Completed,Medium,PROD487,Closed
1-655213351,Accepted-In Progress,Arnaud,2012-01-30 20:03:13.000,Variant 3,3,Org line C,France,fr,V29 2nd,E_6,Accepted,High,PROD193,In Progress
1-655213351,Accepted-In Progress,Arnaud,2012-02-08 01:09:27.000,Variant 3,3,Org line C,France,fr,V29 2nd,E_6,Accepted,High,PROD193,In Progress
1-655213351,Completed-Closed,Arnaud,2012-02-08 01:10:13.000,Variant 3,3,Org line C,France,fr,V29 2nd,E_6,Completed,High,PROD193,Closed
1-655379467,Accepted-In Progress,Reine,2012-01-30 22:31:10.000,Variant 1,1,Org line G4,Sweden,se,S28 2nd,,Accepted,Low,PROD343,In Progress
1-655379467,Completed-Closed,Reine,2012-03-21 19:00:06.000,Variant 1,1,Org line G4,Sweden,se,S28 2nd,,Completed,Low,PROD343,Closed
1-655429981,Accepted-In Progress,Raphael,2012-01-30 23:01:40.000,Variant 1,1,Org line C,France,fr,L57 3rd,C_1,Accepted,Medium,PROD821,In Progress
1-655429981,Completed-Closed,Raphael,2012-04-06 00:28:20.000,Variant 1,1,Org line C,France,fr,L57 3rd,C_1,Completed,Medium,PROD821,Closed
1-655536176,Accepted-In Progress,Mats,2012-01-31 01:22:24.000,Variant 1,1,Org line C,Sweden,us,G88 2nd,E_4,Accepted,Medium,PROD815,In Progress
1-655536176,Completed-Closed,Mats,2012-02-23 03:23:37.000,Variant 1,1,Org line C,Sweden,us,G88 2nd,E_4,Completed,Medium,PROD815,Closed
1-655607132,Accepted-In Progress,Manoj,2012-01-31 02:29:26.000,Variant 2,2,Org line C,Sweden,in,G276 2nd,E_10,Accepted,Medium,PROD698,In Progress
1-655607132,Accepted-Wait,Manoj,2012-01-31 02:47:03.000,Variant 2,2,Org line C,Sweden,in,G276 2nd,E_10,Accepted,Medium,PROD698,Wait
1-655607132,Completed-Closed,Manoj,2012-02-11 01:50:32.000,Variant 2,2,Org line C,Sweden,in,G276 2nd,E_10,Completed,Medium,PROD698,Closed
1-655719611,Accepted-In Progress,Bruno,2012-01-31 05:23:15.000,Variant 1,1,Org line B,Brazil,br,S17 3rd,C_6,Accepted,High,PROD807,In Progress
1-655719611,Completed-Closed,Bruno,2012-03-15 00:51:35.000,Variant 1,1,Org line B,Brazil,br,S17 3rd,C_6,Completed,High,PROD807,Closed
1-655739451,Accepted-In Progress,Swaroopa,2012-01-31 14:27:44.000,Variant 1,1,Org line C,INDIA,us,G13 2nd,E_1,Accepted,Low,PROD433,In Progress
1-655739451,Completed-Closed,Swaroopa,2012-04-11 20:35:18.000,Variant 1,1,Org line C,INDIA,us,G13 2nd,E_1,Completed,Low,PROD433,Closed
1-656224707,Accepted-In Progress,Andreas,2012-01-31 23:21:42.000,Variant 1,1,Org line A2,Sweden,se,N4 2nd,A2_3,Accepted,Major,PROD55,In Progress
1-656224707,Completed-Closed,Andreas,2012-05-07 16:37:54.000,Variant 1,1,Org line A2,Sweden,se,N4 2nd,A2_3,Completed,Major,PROD55,Closed
1-657368644,Accepted-In Progress,Maria,2012-02-02 01:45:24.000,Variant 1,1,Org line A2,Sweden,se,G118 2nd,A2_4,Accepted,High,PROD591,In Progress
1-657368644,Completed-Closed,Maria,2012-02-04 00:34:20.000,Variant 1,1,Org line A2,Sweden,se,G118 2nd,A2_4,Completed,High,PROD591,Closed
1-657534681,Accepted-In Progress,Takashi,2012-02-02 14:57:18.000,Variant 1,1,Org line C,Japan,jp,S30 2nd,,Accepted,Low,PROD683,In Progress
1-657534681,Completed-Closed,Takashi,2012-02-02 15:02:27.000,Variant 1,1,Org line C,Japan,jp,S30 2nd,,Completed,Low,PROD683,Closed
1-657874936,Accepted-In Progress,Michael,2012-02-02 22:41:25.000,Variant 3,3,Org line A2,Sweden,se,M13 2nd,A2_4,Accepted,Medium,PROD563,In Progress
1-657874936,Accepted-In Progress,Michael,2012-04-25 21:27:53.000,Variant 3,3,Org line A2,Sweden,se,M13 2nd,A2_4,Accepted,Medium,PROD563,In Progress
1-657874936,Completed-Closed,Michael,2012-04-25 21:28:49.000,Variant 3,3,Org line A2,Sweden,se,M13 2nd,A2_4,Completed,Medium,PROD563,Closed
1-657934265,Accepted-In Progress,Ewa,2012-02-02 23:24:21.000,Variant 1,1,Org line G3,POLAND,us,G199 3rd,,Accepted,Medium,PROD96,In Progress
1-657934265,Completed-Closed,Ewa,2012-03-12 09:04:08.000,Variant 1,1,Org line G3,POLAND,us,G199 3rd,,Completed,Medium,PROD96,Closed
1-658022616,Accepted-In Progress,Håkan,2012-02-03 00:23:09.000,Variant 1,1,Org line C,Sweden,se,S20 2nd,E_6,Accepted,Medium,PROD412,In Progress
1-658022616,Completed-Closed,Håkan,2012-03-13 17:49:47.000,Variant 1,1,Org line C,Sweden,se,S20 2nd,E_6,Completed,Medium,PROD412,Closed
