"","x"
"1757","aabaababaaaaacc"
"1758","aababbaaabababaabaaaaabababaaacc"
"1759","aaaaaacc"
"1760","aaaac"
"1761","aababaababaaaacc"
"1762","aababaaaacc"
"1763","aabbaaaaaababaaaaaaaaacc"
"1764","aababaacc"
"1765","aabababaaaaaaacc"
"1766","aabacaacc"
"1767","aabaacc"
"1768","aabbabaaaaabacc"
"1769","aabaacc"
"1770","aabbabaababababaabaabaacc"
"1771","aabaaaacc"
"1772","aaabaabaaaacc"
"1773","aabaaaaaaaaaaaaacc"
"1774","aacababaabaabacc"
"1775","aaacc"
"1776","aaaaacc"
"1777","aaaacc"
"1778","aabababacc"
"1779","aaaacc"
"1780","aababaaacc"
"1781","aabaaaacc"
"1782","aababaacc"
"1783","aaaaaaacc"
"1784","aababaaacc"
"1785","aaabababaaaaaaaaaabaaaaacc"
"1786","aababababaaacc"
"1787","aabacc"
"1788","aababaacc"
"1789","aababaaaabaaaabababababaaabaaaaabaaaabaaaaaaaaacc"
"1790","aaaacc"
"1791","aababaaaaaacc"
"1792","aababaacc"
"1793","aabaaaacc"
"1794","aaaaaaaaccaabbaaaaacc"
"1795","aabacc"
"1796","aababababaacc"
"1797","aaabaacc"
"1798","aabbaaacdaaaacc"
"1799","aabaacc"
"1800","aabababababacc"
"1801","aaccaabaaaaaacc"
"1802","aabbabaacc"
"1803","aababacc"
"1804","aaabaaacc"
"1805","aabaaacacc"
"1806","aacacc"
"1807","aabababababaaaaacc"
"1808","aabaaacc"
"1809","aababaaaaaaacbaaaaaaaaacc"
"1810","aabababababacc"
"1811","aabababababaaaacc"
"1812","aababababaaaacc"
"1813","aabababababaaaacc"
"1814","aaaac"
"1815","aaacc"
"1816","aaaac"
"1817","aababacc"
"1818","aaaaaaaabababaaacbaaaaacc"
"1819","aababaaaaabaaaababaaaaaacc"
"1820","aaabacc"
"1821","aabaaacc"
"1822","aaaaaaaaaaaaaaaaaacc"
"1823","aabababaaaaacc"
"1824","aabaaaccababaacc"
"1825","aabababaaaacc"
"1826","aaababaac"
"1827","aaaacc"
"1828","aaacc"
"1829","aababaaacc"
"1830","aaacc"
"1831","aabaaabbaaabaaaaacc"
"1832","aaaaaacc"
"1833","babababaaaacabaaaaaacc"
"1834","baaaaaaaaacc"
"1835","baaaaabbabbabaaaaacc"
"1836","babbabaababaaaacc"
"1837","babac"
"1838","baaabaaaaaabaaabaaaaacc"
"1839","baaaaaacc"
"1840","babaaaacc"
"1841","babaacc"
"1842","bababaaaaabaaaaaacc"
"1843","baaaaabaaaabababaacc"
"1844","baaaaabaaaabacc"
"1845","baaaababaaaaaaaaacc"
"1846","babacc"
"1847","baabaaaaaaaacc"
"1848","bababaaaacc"
"1849","baababaaacc"
"1850","baabacc"
"1851","baabaaaaacc"
"1852","babaacc"
"1853","bababaaaaaaacc"
"1854","aababaaaacc"
"1855","aaaabaaaaacc"
"1856","aaababaaacc"
"1857","aabbaaaacc"
"1858","aababaaaaaaabacc"
"1859","aaabaaaaacc"
"1860","aabababaaaccabbaacc"
"1861","aababaaaacc"
"1862","aaacabaaaaacc"
"1863","aabacc"
"1864","aabaaaaaaaababacbacc"
"1865","aababaaaaaaacc"
"1866","bbbaaacc"
"1867","bbabaaacc"
"1868","bbaabaacc"
"1869","bbbabaaacc"
"1870","bbbaaaacc"
"1871","bbabaaaaaaaaaababaaaabaacc"
"1872","aabaaabaaacc"
"1873","aabaaaacaacc"
"1874","aabaaacc"
"1875","aabbababbababaaaacc"
"1876","aabababababbaaaacc"
"1877","aaaaaaaaacc"
"1878","aaaac"
"1879","aaababaaababaaacc"
"1880","aacdacc"
"1881","aabaababaaaacc"
"1882","aabababababababbabaaccabaaabaabaaabaacc"
"1883","aabaaaaaabaaacc"
"1884","aaabaaaaacc"
"1885","aabbaaaacc"
"1886","aabaacc"
"1887","aabaabaaaaacc"
"1888","aabaaaaababaabaaababaaaacc"
"1889","aaabaaababaaacc"
"1890","aababbaaaaacc"
"1891","aabaacc"
"1892","aababababaaabaabaaabaacc"
"1893","aababaaababaaacc"
"1894","aababaaaaaaabacc"
"1895","aabaaaaaabaacabaaabaaaaaabacacabacc"
"1896","aabaaaacc"
"1897","aababaacc"
"1898","aababaacc"
"1899","aaaaabaabababaaaacc"
"1900","aaac"
"1901","aabaaabaaaaacc"
"1902","aabbaabababaaaacc"
"1903","aabaaaaacaabaababababaacc"
"1904","aaabababaaaaacc"
"1905","aabbabaaaacc"
"1906","aacababaaaacc"
"1907","aaaabbaaaacc"
"1908","aabaabaaabbabababacc"
"1909","aaacc"
"1910","aaababaaaacc"
"1911","aaabaaacc"
"1912","aaaabababacc"
"1913","babacc"
"1914","aaabaacc"
"1915","aaabababaaacc"
"1916","aabababababacc"
"1917","aaabababaaaaaacc"
"1918","aabaaaaaaaacc"
"1919","aabaaaaaaabacc"
"1920","aaaababacc"
"1921","aaaacc"
"1922","aaabaacc"
"1923","aaacc"
"1924","aabaaaacc"
"1925","aabaaaacc"
"1926","aabaaaaacc"
"1927","aababacc"
"1928","aababacc"
"1929","aaaabacc"
"1930","aabaaabaaabaabaaabaaabaaabaaacc"
"1931","aabaababaacc"
"1932","aaaac"
"1933","aabbaccacc"
"1934","aababababacc"
"1935","aababababaaaacc"
"1936","aababababaaaaacc"
"1937","aabaacc"
"1938","aabaaaacc"
"1939","aaabaaabababaaacc"
"1940","aaac"
"1941","aabacc"
"1942","aababaabababaaacc"
"1943","aabababacc"
"1944","aabaabacc"
"1945","aaaabaaacc"
"1946","aabaacc"
"1947","aabacc"
"1948","aabaaacc"
"1949","aaacc"
"1950","aabaaaaacc"
"1951","aabaaaaabababaaababababaaababaaabacc"
"1952","aabaaaaaaaacc"
"1953","aababaaaacc"
"1954","aaabaaaaaaacc"
"1955","aababaacc"
"1956","aaabaaacc"
"1957","aababacc"
"1958","aabaaaaacc"
"1959","aababaabaaabaaacc"
"1960","aabaacc"
"1961","aaaaaacc"
"1962","aabababaaaaababaaaaaaaaaaaaaaacc"
"1963","aaabaaaacc"
"1964","aabababaaaaaaababaaaaabbaaaacc"
"1965","aababaaabacc"
"1966","aababbaaaaacc"
"1967","aababacc"
"1968","aabaabaabaaacc"
"1969","aabaaacc"
"1970","aabaaaaaaaaacc"
"1971","aabaaaaacc"
"1972","aaaaac"
"1973","aababbaaacc"
"1974","abbc"
"1975","aababaababacc"
"1976","aacaacc"
"1977","aabacc"
"1978","aaaaaaaaaaaacc"
"1979","aaaacc"
"1980","aabaacc"
"1981","aababaaaaabaaaaacc"
"1982","aabbabaaaaaacc"
"1983","aaabaababaabaababaacc"
"1984","aabaaaacc"
"1985","aaabaaacc"
"1986","aaaaaaaaacc"
"1987","aaacc"
"1988","aabaaaaaacc"
"1989","aaaabacc"
"1990","aaccaabaaaacc"
"1991","bbbabaacc"
"1992","bbbaacc"
"1993","bbbabaaaacc"
"1994","bbacc"
"1995","bbacc"
"1996","bbbababaacc"
"1997","bbbabaacc"
"1998","bbabacc"
"1999","bbbabaaaacc"
"2000","bbbaaacc"
"2001","bbababaaaaaaaacc"
"2002","aabaacc"
"2003","aabababaaaacababaacc"
"2004","aabbabaaaacc"
"2005","aabbabacc"
"2006","aabaaacc"
"2007","aaababaaaaaaacc"
"2008","aacaabaaacc"
"2009","aabbabababaaacc"
"2010","aabbaaacc"
"2011","aaaacc"
"2012","aaacc"
"2013","aaababacc"
"2014","aabaaacc"
"2015","aababababbababaaaababaaababababaaaacc"
"2016","aabaaaacc"
"2017","aabacc"
"2018","aabacbacc"
"2019","aabaacc"
"2020","aaababacc"
"2021","aabaacc"
"2022","aacacc"
"2023","aaacc"
"2024","aabacbabaacc"
"2025","aabaaaaaabbaaaaacc"
"2026","aababaaabbabaababaababaacc"
"2027","aaacc"
"2028","aaababacc"
"2029","aabaaaaaacc"
"2030","abaac"
"2031","aabacc"
"2032","aabaaacc"
"2033","aabaaaacc"
"2034","aabac"
"2035","aabaaaaacc"
"2036","aaaabaaaacc"
"2037","aabaaaacc"
"2038","aaacc"
"2039","aababaaabaaaacc"
"2040","aaaacc"
"2041","aababacc"
"2042","aabaaacc"
"2043","aabacc"
"2044","aabaaacc"
"2045","baaaaaaababababaacc"
"2046","babaaaaaacc"
"2047","baaaaaaababababaaaaaaacc"
"2048","bababaacc"
"2049","baaaaababaacc"
"2050","baaacc"
"2051","baaaaaaabaaaaaaaaaaaaacc"
"2052","bababaaaaaaaaaaaaaaaaaaacc"
"2053","bbaacc"
"2054","babacbacc"
"2055","baaaabaaacc"
"2056","babaaabaaaacc"
"2057","baaaacc"
"2058","babacc"
"2059","bababaaacc"
"2060","aababaaababaaaacc"
"2061","aabaaaabbaaacc"
"2062","aabaaaaaacc"
"2063","aababaabaacc"
"2064","aaababaaaaaaacc"
"2065","aabababaaaaaabaaacc"
"2066","aababacc"
"2067","aabaacc"
"2068","aabacc"
"2069","aabaacc"
"2070","aabaacc"
"2071","aabaacc"
"2072","aaababaaacc"
"2073","aabaabaacc"
"2074","aababacc"
"2075","aaaabacc"
"2076","aabaaaacc"
"2077","aabaaabaaabacc"
"2078","aabacc"
"2079","aabaabacc"
"2080","aabacc"
"2081","aabbaabaabacc"
"2082","aaabaacc"
"2083","aaababaaaababaabacc"
"2084","aabaaabaaababaaabbaaaaababaaaaaaacc"
"2085","babbabaacc"
"2086","bababacc"
"2087","aabacc"
"2088","aaaababaaaacc"
"2089","aac"
"2090","aaacc"
"2091","aabaacc"
"2092","aababacc"
"2093","aaacc"
"2094","aabbaabaac"
"2095","aabaacc"
"2096","aabaaaacc"
"2097","aaababaaaaaaaacc"
"2098","aabacc"
"2099","aabababaaacc"
"2100","aabacc"
"2101","aabacc"
"2102","aaacacc"
"2103","aaacc"
"2104","aabaaaaaabaabaaaacc"
"2105","aababaaaaaabacc"
"2106","aaaac"
"2107","aabaaaacc"
"2108","aaababaacaabbabaacc"
"2109","aacc"
"2110","aaaacc"
"2111","aaaabaaacc"
"2112","aaaacc"
"2113","aabaaacc"
"2114","aaaabaabaabacc"
"2115","aaaaabaacc"
"2116","aabaabaacc"
"2117","aababaaaaacc"
"2118","aabaaacc"
"2119","aabaaaaaaaaacc"
"2120","bababacc"
"2121","baaabaaaababaaacc"
"2122","baaaaacc"
"2123","baaaacc"
"2124","baaaaaaaaaaaaabababaaaacc"
"2125","baaabaaacc"
"2126","baaacc"
"2127","baaaaaacc"
"2128","babaaacc"
"2129","baaaaaaaaaaaaacc"
"2130","baaacbabaabaaacc"
"2131","babacc"
"2132","bababaaacc"
"2133","baaaacc"
"2134","baabaabacc"
"2135","baaacc"
"2136","aaaac"
"2137","aabaacc"
"2138","bbabacc"
"2139","babaacc"
"2140","aabaaabaaacc"
"2141","aabaaacc"
"2142","aabaaabaaababaaaaaabbabaaaaaaacc"
"2143","bababacc"
"2144","baaacc"
"2145","aababaacc"
"2146","aabacc"
"2147","baabacc"
"2148","aabaaaaacc"
"2149","aaabaaaacc"
"2150","aacc"
"2151","aabababaaacc"
"2152","aabaababaaaaaacc"
"2153","aacaabababaaacc"
"2154","aababaaaacc"
"2155","aababacc"
"2156","aaababbaaabaacc"
"2157","aababaaaaacc"
"2158","aaabaaaaabaaababbababaaaacc"
"2159","aaacc"
"2160","aabababbaacc"
"2161","aabaaacccabaacc"
"2162","aabaabaaacc"
"2163","aababaacc"
"2164","bababcc"
"2165","aabaaacc"
"2166","aacabaaaacc"
"2167","aaaacc"
"2168","aabaaaacc"
"2169","aaacc"
"2170","aaacc"
"2171","aabababaaaabaaaaacc"
"2172","aaaaac"
"2173","baabaaaaaacc"
"2174","aaaac"
"2175","aaabaaaaacc"
"2176","aaababaaababaaacc"
"2177","aaacc"
"2178","aabaaacc"
"2179","aaacc"
"2180","aabbaacc"
"2181","aaabaacc"
"2182","aaaacc"
"2183","aaababaababbabbaacc"
"2184","aaabaaaabaaacc"
"2185","aabacc"
"2186","aabaababaaacc"
"2187","aabaacc"
"2188","aacc"
"2189","aabacc"
"2190","aababaacc"
"2191","aabaacc"
"2192","aabacc"
"2193","aaabaacc"
"2194","aababababaaacc"
"2195","aaababaacc"
"2196","aabacacc"
"2197","aababaaaaacc"
"2198","aabaaaaabababaacc"
"2199","aabaacc"
"2200","aababababbabaaaacc"
"2201","aabbabababababaaaaaacc"
"2202","aababababaaaacc"
"2203","aaabaacc"
"2204","aababacc"
"2205","aabbaacc"
"2206","aaaaaaaaaacaaacc"
"2207","aaabbaaaaaacc"
"2208","aabacc"
"2209","aabaaacc"
"2210","aaabaaaaacbaaaaaaacc"
"2211","aabaaacaaacc"
"2212","aaabacc"
"2213","aabaaaabaaaacc"
"2214","aabaaaababacc"
"2215","aabaacc"
"2216","aababaacc"
"2217","aabacc"
"2218","aabaaaaabaaaaaaaaaaaaacc"
"2219","aaacc"
"2220","aababababaaaacc"
"2221","aacaaabaacc"
"2222","aabacc"
"2223","babaaaaacacc"
"2224","bbababaacc"
"2225","bbabbaacc"
"2226","bbaaacc"
"2227","bbacc"
"2228","bbacc"
"2229","bbbabbababacc"
"2230","bbbabaaabaabacabacc"
"2231","bbabaacc"
"2232","bbbabacc"
"2233","bbabaacc"
"2234","aabababacc"
"2235","aaababaaaacc"
"2236","aabacc"
"2237","aabbababababacc"
"2238","aababababaaabbabababaaacc"
"2239","aaabaacc"
"2240","babaaaaaabaabaabababaaac"
"2241","aaaaaacc"
"2242","ccc"
"2243","aaacc"
"2244","aaaaaacc"
"2245","aabaacc"
"2246","aabaabaabababaaabaababaaaacc"
"2247","aaacc"
"2248","abbaaacc"
"2249","abbaacc"
"2250","aaaacc"
"2251","aabacc"
"2252","aabacc"
"2253","aaababaaaacc"
"2254","aabababaaacc"
"2255","aababacbacc"
"2256","aabaacc"
"2257","aabaaaaacc"
"2258","aabaacc"
"2259","aabaacc"
"2260","aaaacc"
"2261","aabababbabaababababaacc"
"2262","aabbabaaaaacc"
"2263","aababababaababaaaacc"
"2264","aabababaaacc"
"2265","aabababaacc"
"2266","bbaaacc"
"2267","baaaac"
"2268","aaabaabaaacc"
"2269","aaabaabaaaaababaacc"
"2270","aabaaaaacc"
"2271","aabaaacc"
"2272","aabaacc"
"2273","aabaaacc"
"2274","aababaacc"
"2275","aababaacc"
"2276","aacc"
"2277","aabaacc"
"2278","aababacc"
"2279","aabaabacc"
"2280","aabaaaaaacc"
"2281","aabacc"
"2282","aaaaabaaacc"
"2283","aaababaaabaaaaaacc"
"2284","aaaabaaaaaacc"
"2285","aababaaacc"
"2286","aabaacc"
"2287","aabaaaacc"
"2288","aababacc"
"2289","aabaacc"
"2290","aabaaacc"
"2291","aac"
"2292","aabaabacc"
"2293","aababaacc"
"2294","aaabaababbaacc"
"2295","aabaaacc"
"2296","aabaacc"
"2297","aabaaacc"
"2298","aaababababaaaabababacc"
"2299","aabaacc"
"2300","aababbababababababaacc"
"2301","aabaacc"
"2302","aabbababaababababababaaaaaaaaaaacc"
"2303","aabacc"
"2304","aabacc"
"2305","aababaacc"
"2306","aababaababaacc"
"2307","aacacc"
"2308","aababbaacc"
"2309","aababababaababababaaacc"
"2310","aabababaaababababaababababaacc"
"2311","aaacc"
"2312","aaaacc"
"2313","aacaabababababaaacc"
"2314","aacacc"
"2315","aabaaacc"
"2316","aabaacc"
"2317","aaababaabacc"
"2318","aababaaaacc"
"2319","aabaaaacc"
"2320","aabbaacc"
"2321","aaabaccabacc"
"2322","aababababaaababacc"
"2323","aaaaac"
"2324","aababacc"
"2325","aabaaacc"
"2326","aababababacc"
"2327","abbaacc"
"2328","aababacc"
"2329","aacc"
"2330","aacc"
"2331","aac"
"2332","aaaacc"
"2333","aabacc"
"2334","aacabaacc"
"2335","aaacc"
"2336","aabacc"
"2337","aabaaaaccacc"
"2338","aaaacc"
"2339","aaacc"
"2340","aababaaabacc"
"2341","aaaaaacc"
"2342","aabaabbabaabaaaababaaaaacc"
"2343","aabbaacc"
"2344","aabaacc"
"2345","aacabababaabababaaacc"
"2346","aac"
"2347","aabaacc"
"2348","aaaaaacc"
"2349","aababaaacc"
"2350","aababacc"
"2351","aaaabacc"
"2352","aabaaaaaacc"
"2353","aaaacc"
"2354","aabaaaaaaaaacc"
"2355","aabababaaacc"
"2356","aabacc"
"2357","aabaacc"
"2358","aaabacc"
"2359","aaabaacc"
"2360","aabacc"
"2361","baaaacc"
"2362","baaaaaabbaacc"
"2363","baabaacc"
"2364","babababaabaaaaaaabacc"
"2365","babababaaacc"
"2366","baaacc"
"2367","baaacc"
"2368","babaaacc"
"2369","babaacc"
"2370","bababaaacc"
"2371","baacc"
"2372","babacc"
"2373","baaaaabbabacc"
"2374","baacc"
"2375","baaaaacc"
"2376","baaaaaabaaaacc"
"2377","baaaabaaaacc"
"2378","baaaacc"
"2379","baaacc"
"2380","baaaaaacc"
"2381","babaaaaacc"
"2382","babbabaaaaacc"
"2383","baaabaaacc"
"2384","babacacc"
"2385","baaacc"
"2386","baaaaacc"
"2387","baaaacc"
"2388","baaacbaaababacc"
"2389","baaacc"
"2390","baaacc"
"2391","baaaaabaaaaaaacc"
"2392","aababacc"
"2393","aaccababbaaacc"
"2394","aabacc"
"2395","aaacc"
"2396","aaaaababaababaaabacc"
"2397","aabababaacc"
"2398","bacc"
"2399","aabaacc"
"2400","aababacc"
"2401","aababaaacc"
"2402","aaacc"
"2403","aacc"
"2404","aababaaababaaaaacc"
"2405","aabaaacc"
"2406","aabaacc"
"2407","aaacc"
"2408","aabababaaabaaaacc"
"2409","aababaaacc"
"2410","aabaacc"
"2411","aabaacc"
"2412","aabacc"
"2413","aacc"
"2414","aacc"
"2415","aaabacbaaaacc"
"2416","aabaacc"
"2417","aabaaacc"
"2418","aabaacc"
"2419","aabacc"
"2420","aabaaaaacc"
"2421","aabaaacc"
"2422","aaacc"
"2423","aaacc"
"2424","aaacc"
"2425","aac"
"2426","aaacc"
"2427","aac"
"2428","aabaaabacc"
"2429","aac"
"2430","bbacabacc"
"2431","aabacc"
"2432","aabacc"
"2433","aaacc"
"2434","aaaacc"
"2435","aacaaacc"
"2436","aacaaacc"
"2437","aacc"
"2438","aacc"
"2439","aacc"
"2440","aaacc"
"2441","aabababaaacc"
"2442","aababababaaacc"
"2443","aac"
"2444","aaabbaaacc"
"2445","aaabaaacc"
"2446","aabaabaacc"
"2447","aac"
"2448","aac"
"2449","aabbaacc"
"2450","aababaacc"
"2451","aababacc"
"2452","aababacc"
"2453","aababacc"
"2454","aababbaacc"
"2455","aababacc"
"2456","aababaacc"
"2457","aababacc"
"2458","aababaacc"
"2459","aababaacc"
"2460","aababaacc"
"2461","aababababacc"
"2462","aababacc"
"2463","aac"
"2464","aababacc"
"2465","aac"
"2466","aacc"
"2467","aaaaabaaacc"
"2468","aaacc"
"2469","aac"
"2470","aac"
"2471","aabbaacc"
"2472","aabaacc"
"2473","aac"
"2474","aabacc"
"2475","aabacc"
"2476","aaaacc"
"2477","aac"
"2478","aac"
"2479","aababaacc"
"2480","babacc"
"2481","bacc"
"2482","bacc"
"2483","bacc"
"2484","bacc"
"2485","bacc"
"2486","baaacc"
"2487","bacc"
"2488","bacc"
"2489","babacc"
"2490","babacc"
"2491","bacc"
"2492","babacc"
"2493","bacc"
"2494","aaacc"
"2495","aaaac"
"2496","aaaac"
"2497","aaaac"
"2498","aac"
"2499","aac"
"2500","aaacc"
"2501","aac"
"2502","aac"
"2503","aaaac"
"2504","aac"
"2505","aaaac"
"2506","aac"
"2507","aaabacc"
"2508","aac"
"2509","aababbababacc"
"2510","aaabaacc"
"2511","aabaacc"
"2512","aacc"
"2513","bacc"
"2514","bacc"
"2515","bacc"
"2516","bacc"
"2517","baacc"
"2518","bacc"
"2519","bacc"
"2520","bacc"
"2521","bacc"
"2522","bacc"
"2523","bacc"
"2524","babacc"
"2525","baaabacc"
"2526","aacaccababaaacc"
"2527","aabaaaaabaaacc"
"2528","aabaacc"
"2529","aabaacc"
"2530","aac"
"2531","aac"
"2532","aac"
"2533","aac"
"2534","aababaaabacc"
"2535","aac"
"2536","aacc"
"2537","aac"
"2538","aabaacc"
"2539","bacc"
"2540","bacc"
"2541","bacc"
"2542","bacc"
"2543","bacc"
"2544","bacc"
"2545","bacc"
"2546","bacc"
"2547","bbacc"
"2548","baabacc"
"2549","bacc"
"2550","baacc"
"2551","bbacc"
"2552","bacc"
"2553","bacc"
"2554","baacc"
"2555","bacc"
"2556","aacc"
"2557","aabaaaacc"
"2558","aabaacc"
"2559","aabaacc"
"2560","aaababaaac"
"2561","aac"
"2562","aac"
"2563","aabacc"
"2564","aababaabababacc"
"2565","aac"
"2566","aababababaaaacc"
"2567","aabaaaabacc"
"2568","aabaacc"
"2569","aabacc"
"2570","baabaacc"
"2571","bacc"
"2572","bacc"
"2573","bacc"
"2574","bacc"
"2575","bacc"
"2576","bacc"
"2577","baacc"
"2578","bacc"
"2579","aabacc"
"2580","aabbaaacc"
"2581","aaababacc"
"2582","aaacc"
"2583","aabacc"
"2584","aababacc"
"2585","aaacc"
"2586","aabababacc"
"2587","aaaacc"
"2588","aaababababaaaacc"
"2589","aacc"
"2590","aac"
"2591","aababacc"
"2592","aabaaaacc"
"2593","aabaacc"
"2594","aac"
"2595","aac"
"2596","aac"
"2597","aac"
"2598","aac"
"2599","aabaaacc"
"2600","aabaaabacc"
"2601","aac"
"2602","aaaababaabacc"
"2603","aabbaacc"
"2604","aaaacc"
"2605","aac"
"2606","aac"
"2607","aac"
"2608","aaaacc"
"2609","aabaaabbabacc"
"2610","aac"
"2611","aac"
"2612","aac"
"2613","aabaaababaacc"
"2614","aaacc"
"2615","aaaaacc"
"2616","aac"
"2617","aabaaabaaacc"
"2618","aabacc"
"2619","aabaaaaacc"
"2620","aabaaabaaacc"
"2621","aaacc"
"2622","aacc"
"2623","aabaaaaaacc"
"2624","aaababacbacc"
"2625","aaabaaacc"
"2626","aac"
"2627","aabbacc"
"2628","aabbacc"
"2629","bacc"
"2630","bacc"
"2631","bacc"
"2632","bacc"
"2633","bacc"
"2634","bacc"
"2635","bacc"
"2636","bacc"
"2637","bacc"
"2638","bbacc"
"2639","bacc"
"2640","aacacc"
"2641","aabbaacc"
"2642","aac"
"2643","aacabaaacc"
"2644","aabacc"
"2645","aabaacc"
"2646","aac"
"2647","aac"
"2648","aac"
"2649","aabaabaabacc"
"2650","aac"
"2651","aacc"
"2652","aabbaacc"
"2653","aabaaabacc"
"2654","aabababaaaabaaaaaacc"
"2655","aabaaabaaacc"
"2656","aacc"
"2657","aac"
"2658","aac"
"2659","aac"
"2660","aabacc"
"2661","aababaaaacc"
"2662","aacabaaacc"
"2663","aac"
"2664","aaaac"
"2665","aabaaabaaacc"
"2666","aabaaabaaacc"
"2667","aabaaaaabbaaacc"
"2668","aabaaabaaacc"
"2669","aac"
"2670","aabacc"
"2671","aacacc"
"2672","aabaaabaaaaabaaaabaaacc"
"2673","aabaaabaaaaabaaaaabbbacc"
"2674","aac"
"2675","aaacc"
"2676","aac"
"2677","aabaaaaaacc"
"2678","aac"
"2679","aabaaabaaacc"
"2680","aabaaabaaacc"
"2681","aac"
"2682","aabaaaaacc"
"2683","aac"
"2684","aabaaaacc"
"2685","aabaaaacc"
"2686","aac"
"2687","aacc"
"2688","aacc"
"2689","aacc"
"2690","aacc"
"2691","aaabbaabababacc"
"2692","aac"
"2693","aac"
"2694","aacc"
"2695","aac"
"2696","aabaaabbaaacc"
"2697","aac"
"2698","aac"
"2699","aabaaabaaaacc"
"2700","aac"
"2701","aac"
"2702","aac"
"2703","aac"
"2704","aac"
"2705","aacc"
"2706","aac"
"2707","aaaaacc"
"2708","aac"
"2709","aac"
"2710","aac"
"2711","aac"
"2712","aac"
"2713","aababaababbaaacc"
"2714","aac"
"2715","aaacc"
"2716","aac"
"2717","aac"
"2718","aaacc"
"2719","aac"
"2720","aabacc"
"2721","aac"
"2722","aac"
"2723","aaac"
"2724","aabaaacc"
"2725","aac"
"2726","aac"
"2727","aac"
"2728","aabaaacc"
"2729","aacc"
"2730","aabacc"
"2731","aabaaabaaacc"
"2732","aabaaabaaacc"
"2733","aaabaaacc"
"2734","aabaaabaaacc"
"2735","aabaaabaaacc"
"2736","aacc"
"2737","aacc"
"2738","aabbaaabaaacc"
"2739","aacc"
"2740","aabaaabaaacc"
"2741","aaacc"
"2742","aacc"
"2743","aac"
"2744","aabacc"
"2745","aac"
"2746","aac"
"2747","aac"
"2748","aac"
"2749","aac"
"2750","aabacc"
"2751","aac"
"2752","aabaaaabaaacc"
"2753","aabaaaaabaaacc"
"2754","aabaaaabaaacc"
"2755","aababacc"
"2756","aac"
"2757","aac"
"2758","aaaaaacc"
"2759","aac"
"2760","aac"
"2761","aabaaabacc"
"2762","aabaaabacc"
"2763","aac"
"2764","aabaaabaaacc"
"2765","aabaaabaaacc"
"2766","aabaaaaabababaaabacc"
"2767","aabaaaaabaaacc"
"2768","aabaaacaaacc"
"2769","babacc"
"2770","babacc"
"2771","aac"
"2772","aac"
"2773","aac"
"2774","aaabababaaaababaaacc"
"2775","aac"
"2776","aaabacc"
"2777","aababaaacc"
"2778","aabaacc"
"2779","aababaaaac"
"2780","aabababababacc"
"2781","aaabaaaaaacc"
"2782","aababbabaacc"
"2783","aacc"
"2784","aacacc"
"2785","aac"
"2786","aac"
"2787","aabaaaaababaaabacc"
"2788","aac"
"2789","aabacc"
"2790","aac"
"2791","aac"
"2792","aababaaaacc"
"2793","aac"
"2794","aaacc"
"2795","aac"
"2796","aabaaacc"
"2797","aac"
"2798","aaaacac"
"2799","aababaaaaaaaacc"
"2800","aac"
"2801","baaaababacc"
"2802","babaacc"
"2803","babaacc"
"2804","baaaacc"
"2805","baaacc"
"2806","baacc"
"2807","baaaaaababaaabbababaacc"
"2808","baaabacc"
"2809","baaaacc"
"2810","baaaaaacc"
"2811","baaaababaaacbaaaaacc"
"2812","baaaaaacc"
"2813","baaaaaaacc"
"2814","baaacc"
"2815","babaacc"
"2816","baaababaaaaaaaaacc"
"2817","baaacc"
"2818","bacc"
"2819","baaacc"
"2820","baabacc"
"2821","baaaaaaaabaaaaacc"
"2822","baaabaaaaacc"
"2823","babacc"
"2824","baaacc"
"2825","babababacc"
"2826","baaababbaaaacc"
"2827","baaaaabaaacc"
"2828","baaaaabaacc"
"2829","aabaaabaaacc"
"2830","aabbaaabaaacc"
"2831","aac"
"2832","aac"
"2833","aac"
"2834","aac"
"2835","aaacc"
"2836","aacc"
"2837","aabacc"
"2838","aacacc"
"2839","aabaaacc"
"2840","aac"
"2841","aabaabbaaaaaaacc"
"2842","aaaac"
"2843","aaaac"
"2844","aaaac"
"2845","aaaac"
"2846","aaaac"
"2847","aac"
"2848","aac"
"2849","aaabac"
"2850","aac"
"2851","aabacc"
"2852","aababababacc"
"2853","aaacc"
"2854","aacacc"
"2855","aac"
"2856","aac"
"2857","aaacc"
"2858","aac"
"2859","aaaaaacc"
"2860","aabacc"
"2861","aababacc"
"2862","aac"
"2863","aabaacc"
"2864","aabbacc"
"2865","aac"
"2866","aabacc"
"2867","aabaacc"
"2868","aabaaaabaacc"
"2869","aaacc"
"2870","aac"
"2871","aac"
"2872","aaacc"
"2873","aabacc"
"2874","aac"
"2875","aaabaacc"
"2876","aac"
"2877","aaabacc"
"2878","aac"
"2879","aac"
"2880","aabaaaaacc"
"2881","aac"
"2882","aaaaacc"
"2883","ac"
"2884","aac"
"2885","aaacc"
"2886","abacc"
"2887","aabaababababacc"
"2888","aac"
"2889","aac"
"2890","aaaaac"
"2891","aac"
"2892","aabacc"
"2893","aac"
"2894","aac"
"2895","aac"
"2896","aac"
"2897","aac"
"2898","bacc"
"2899","bacc"
"2900","bacc"
"2901","bacc"
"2902","babacc"
"2903","bacc"
"2904","bacc"
"2905","bacc"
"2906","aacc"
"2907","aababaacc"
"2908","aac"
"2909","aabaaacc"
